case_id,expected_mode,governor_predicted,difficulty,subcategory,num_constraints_fired,has_qualified_signal,has_abstain_signal,has_disputed_signal,has_any_denial,num_strong_denials,ie_fired,ie_signal,ie_max_similarity,ie_entity_match_found,ie_primary_match_found,ie_critical_match_found,ie_query_aspect,ie_summary_overlap,ie_has_matching_aspect,ie_has_conflicting_aspect,ie_detection_reason,ca_fired,ca_signal,ca_numerical_variance_detected,ca_pairs_checked,ca_first_evidence_char,ca_evidence_characters,ca_is_uncertainty_query,ca_relevance_filtered_count,caa_fired,caa_query_type,caa_has_causal_evidence,caa_has_predictive_evidence,sit_fired,sit_entity_mismatch,sit_info_type_requested,sit_has_specific_info,av_fired,av_jury_votes_no,av_strong_denial,query_word_count,query_has_comparison_words,query_question_type,num_chunks,num_unique_sources,mean_vector_score,max_vector_score,min_vector_score,std_vector_score,score_spread,vocab_overlap_ratio,max_pairwise_overlap,min_pairwise_overlap,chunk_length_cv,assertion_density,hedge_density,number_density,ctx_length_mean,ctx_length_std,ctx_total_chars,ctx_contradiction_count,ctx_negation_count,ctx_number_count,ctx_number_variance,ctx_max_pairwise_sim,ctx_mean_pairwise_sim,ctx_min_pairwise_sim,year_count,has_distinct_years,cross_chunk_num_conflicts,cross_chunk_max_divergence,has_cross_chunk_divergence,within_chunk_num_conflicts,within_chunk_max_divergence,has_within_chunk_divergence,numerical_richness_per_chunk,conflict_internality_ratio,chars_per_chunk,contradiction_per_char,conflict_to_number_ratio,opposing_conclusion_count,negation_per_char,short_ctx_with_overlap,query_subject_partial,entity_substantive_score,best_sentence_coverage,best_span_length,answer_span_coverage,detection_temporal,detection_comparison,detection_aggregation,detection_boost_recency,detection_boost_authority,detection_needs_rewriting
t1_abstain_medium_1113,abstain,trustworthy,medium,wrong_entity,0,False,False,False,False,0,False,none,0.755317477974895,True,True,False,treatment,False,True,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,11,False,yes_no,1,1,0.7481165688794212,0.7481165688794212,0.7481165688794212,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,224.0,0.0,224.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.6666666666666666,0.16666666666666666,0.5,10.0,0.5,False,False,False,False,False,False
t1_abstain_medium_1114,abstain,trustworthy,medium,wrong_entity,0,False,False,False,False,0,False,none,0.5745076839429261,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,9,False,how,1,1,0.5104488035341865,0.5104488035341865,0.5104488035341865,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,274.0,0.0,274.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1115,abstain,abstain,medium,wrong_entity,1,False,True,False,True,1,True,abstain,0.6671485108993758,False,False,False,none,False,False,False,missing_primary:['spotify'],False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,6,False,yes_no,1,1,0.6738549801492177,0.6738549801492177,0.6738549801492177,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0,249.0,0.0,249.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.004016064257028112,1.0,0.6,0.2,0.4,6.0,0.4,False,False,False,False,False,False
t1_abstain_medium_1116,abstain,abstain,medium,wrong_entity,1,False,True,False,True,1,True,abstain,0.5868013334339445,False,False,False,none,False,False,False,"missing_primary:['roman', 'empire', 'republic']",False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,9,False,why,1,1,0.542744931012461,0.542744931012461,0.542744931012461,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,288.0,0.0,288.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1117,abstain,abstain,medium,wrong_entity,2,True,True,False,True,1,True,abstain,0.8096598903104512,False,False,False,none,False,False,False,missing_primary:['tiktoks'],False,none,False,1,assertive,assertive_vs_assertive,True,0,True,opinion,False,False,False,False,decision,True,False,0,False,7,False,how,2,1,0.7439876775630387,0.7722387649019737,0.7157365902241036,0.028251087338935055,0.05650217467787011,0.4,0.05660377358490566,0.05660377358490566,0.11466596451673743,0.0,0.0,0.0,272.5,21.5,545,0.0,0.0,0.0,0.0,0.06296579268205615,0.06296579268205615,0.06296579268205615,0,False,0,0.0,False,0,0.0,False,0.0,0.0,272.5,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1118,abstain,trustworthy,medium,wrong_entity,0,False,False,False,False,0,False,none,0.6244334791105282,False,False,False,effect,False,True,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,9,False,what,1,1,0.5865214586605717,0.5865214586605717,0.5865214586605717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,270.0,0.0,270.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1119,abstain,abstain,medium,wrong_specificity,1,False,True,False,True,1,True,abstain,0,False,False,False,none,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,10,False,what,1,1,0.674988010270177,0.674988010270177,0.674988010270177,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-1.0,0.0,1.0,242.0,0.0,242.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,11.0,0.3333333333333333,False,False,False,False,False,False
t1_abstain_medium_1120,abstain,trustworthy,medium,wrong_specificity,1,True,False,False,True,0,False,none,0.5608742201249832,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,True,False,measurement,False,False,0,False,10,False,how,1,1,0.5135555006178438,0.5135555006178438,0.5135555006178438,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,252.0,0.0,252.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,False,False,True,False,False,False
t1_abstain_medium_1121,abstain,trustworthy,medium,wrong_specificity,0,False,False,False,False,0,False,none,0.635052857736647,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,11,False,when_where,1,1,0.6627247603209627,0.6627247603209627,0.6627247603209627,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,-1.0,0.0,3.0,273.0,0.0,273.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.5714285714285714,5.0,0.5714285714285714,True,False,False,False,False,False
t1_abstain_medium_1122,abstain,trustworthy,medium,wrong_specificity,0,False,False,False,False,0,False,none,0.6145609144698495,True,True,False,general,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,True,False,False,none,False,False,0,False,13,False,what,2,1,0.5869315322942691,0.6192890392020792,0.554574025386459,0.03235750690781014,0.06471501381562028,0.5714285714285714,0.016129032258064516,0.016129032258064516,0.049913419848462176,-1.0,0.011764705882352941,3.5,282,1.0,564,0.0,0.0,7.0,481118.3945918367,0.014257885753703839,0.014257885753703839,0.014257885753703839,1,False,0,0.0,False,0,0.0,False,3.5,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,2.0,0.2857142857142857,False,False,False,False,False,False
t1_abstain_medium_1123,abstain,abstain,medium,wrong_specificity,1,False,True,False,True,1,True,abstain,0,True,True,False,pricing,False,False,True,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,specification,True,False,0,False,11,False,how,1,1,0.6129673574713231,0.6129673574713231,0.6129673574713231,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,1.0,288.0,0.0,288.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.5,0.375,0.375,11.0,0.375,False,False,False,False,False,False
t1_abstain_medium_1124,abstain,trustworthy,medium,wrong_specificity,0,False,False,False,False,0,False,none,0.6892139539043356,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,9,False,what,1,1,0.7072954300680684,0.7072954300680684,0.7072954300680684,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.4,0.4,0.4,7.0,0.4,True,False,False,False,False,False
t1_abstain_medium_1125,abstain,trustworthy,medium,wrong_specificity,0,False,False,False,False,0,False,none,0.6497347938309878,True,True,True,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,12,False,yes_no,1,1,0.6160605241620815,0.6160605241620815,0.6160605241620815,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,2.0,277.0,0.0,277.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,11.0,0.4444444444444444,False,False,False,False,False,False
t1_abstain_medium_1126,abstain,abstain,medium,temporal_mismatch,2,True,True,False,True,1,True,abstain,0,True,True,False,none,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,True,True,none,False,False,0,False,7,False,who,1,1,0.7111923613010811,0.7111923613010811,0.7111923613010811,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,248.0,0.0,248.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.8,0.0,0.8,7.0,0.8,False,False,False,False,False,False
t1_abstain_medium_1127,abstain,trustworthy,medium,temporal_mismatch,0,False,False,False,False,0,False,none,0.6623370635934941,True,True,False,general,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,13,False,yes_no,2,1,0.5776775905400937,0.6100815897285019,0.5452735913516854,0.03240399918840825,0.0648079983768165,0.25,0.0392156862745098,0.0392156862745098,0.16162440712835374,0.0,0.0,0.5,270,23.0,540,0.0,0.0,0.0,0.0,0.06392044043315029,0.06392044043315029,0.06392044043315029,0,False,0,0.0,False,0,0.0,False,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.25,3.0,0.25,False,False,False,False,False,False
t1_abstain_medium_1128,abstain,trustworthy,medium,temporal_mismatch,0,False,False,False,False,0,False,none,0.7031163435698968,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,11,False,how,1,1,0.6801372566492371,0.6801372566492371,0.6801372566492371,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,297.0,0.0,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,True,False,False,False,False,False
t1_abstain_medium_1129,abstain,trustworthy,medium,temporal_mismatch,0,False,False,False,False,0,False,none,0.742122876197758,False,False,False,timeline,False,True,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,8,False,when_where,2,1,0.6474538251337483,0.6642031709483102,0.6307044793191865,0.016749345814561833,0.03349869162912367,0.2,0.05660377358490566,0.05660377358490566,0.055099229702847856,0.0,0.0,4.0,260,20.0,520,0.0,0.0,8.0,868852.484375,0.051126974263195235,0.051126974263195235,0.051126974263195235,4,True,1,1.044776119402985,True,0,0.0,False,4.0,0.0,260.0,0.0,0.125,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,True,False,False,False,False,False
t1_abstain_medium_1130,abstain,trustworthy,medium,temporal_mismatch,0,False,False,False,False,0,False,none,0.6572877056221242,False,False,False,application,False,True,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,10,False,what,1,1,0.6441672633314397,0.6441672633314397,0.6441672633314397,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0,268.0,0.0,268.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,True,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.0,True,False,False,False,False,False
t1_abstain_medium_1131,abstain,abstain,medium,temporal_mismatch,1,False,True,False,True,1,True,abstain,0,True,True,False,treatment,False,False,True,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,9,False,yes_no,1,1,0.5750418602864475,0.5750418602864475,0.5750418602864475,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.0,292.0,0.0,292.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.5,4.0,0.5,True,False,False,False,False,False
t1_abstain_medium_1132,abstain,abstain,medium,temporal_mismatch,3,True,True,False,True,1,True,abstain,0,True,True,False,none,False,False,False,none,False,none,False,0,none,none,False,0,True,predictive,False,False,True,True,none,False,False,1,False,8,False,what,1,1,0.5922974961175568,0.5922974961175568,0.5922974961175568,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,4.0,240.0,0.0,240.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,2,1.96,True,,,,,0.0,0.0,0.0,1.0,0.4,0.4,0.4,2.0,0.4,False,False,False,False,False,False
t1_abstain_medium_1133,abstain,trustworthy,medium,missing_data,0,False,False,False,False,0,False,none,0.5179338760596526,True,True,False,pricing,False,True,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,pricing,True,False,0,False,11,False,how,1,1,0.5127153311880954,0.5127153311880954,0.5127153311880954,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,-1.0,0.0,3.0,245.0,0.0,245.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,2.0,0.2857142857142857,False,False,False,False,False,False
t1_abstain_medium_1134,abstain,trustworthy,medium,missing_data,0,False,False,False,False,0,False,none,0.6961492953990306,True,True,False,general,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,9,False,what,2,1,0.6332132167132833,0.6771467265274379,0.5892797068991288,0.04393350981415456,0.08786701962830912,0.2,0.05357142857142857,0.05357142857142857,0.05237828008789241,0.0,0.0,3.5,260.5,28.5,521,1.0,0.0,7.0,28897.908163265307,0.08206631137942966,0.08206631137942966,0.08206631137942966,0,False,0,0.0,False,3,1.875,True,3.5,1.0,260.5,0.0019193857965451055,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1135,abstain,trustworthy,medium,missing_data,0,False,False,False,False,0,False,none,0.6806094773855206,False,False,False,effect,False,True,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,11,False,yes_no,1,1,0.7299405748357581,0.7299405748357581,0.7299405748357581,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,2.0,319.0,0.0,319.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,1,1.3157894736842106,True,,,,,0.0,0.0,0.003134796238244514,1.0,0.5,0.25,0.375,13.0,0.375,False,False,False,False,False,False
t1_abstain_medium_1136,abstain,trustworthy,medium,missing_data,0,False,False,False,False,0,False,none,0.8096516069946843,False,False,False,symptom,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,12,False,why,2,1,0.741316623335692,0.8364682348900959,0.6461650117812883,0.09515161155440383,0.19030322310880765,0.375,0.016129032258064516,0.016129032258064516,0.16070608663330627,-1.0,0.022727272727272728,2.5,301,35.0,602,0.0,0.0,5.0,116.0,0.07340535426304394,0.07340535426304394,0.07340535426304394,0,False,0,0.0,False,1,1.5,True,2.5,1.0,301.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.375,3.0,0.375,False,False,False,False,False,False
t1_abstain_medium_1137,abstain,trustworthy,medium,missing_data,0,False,False,False,False,0,False,none,0.738598842543191,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,13,False,how,1,1,0.7596823491476533,0.7596823491476533,0.7596823491476533,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,2.0,0.2222222222222222,False,False,False,False,False,False
t1_abstain_medium_1138,abstain,trustworthy,medium,missing_data,0,False,False,False,False,0,False,none,0.7006457005675061,True,True,False,proof,False,True,False,none,False,none,False,1,assertive,assertive_vs_hedged,False,0,False,none,False,False,False,False,none,False,False,0,False,13,False,yes_no,2,1,0.7071378816977099,0.7077978348931319,0.7064779285022879,0.0006599531954220028,0.0013199063908440056,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.2641937424213474,-1.0,0.01098901098901099,1.0,314,50.0,628,2.0,1.0,0.0,0.0,0.04812198259049263,0.04812198259049263,0.04812198259049263,0,False,0,0.0,False,0,0.0,False,0.0,0.0,314.0,0.0031847133757961785,0.0,0.0,0.0015923566878980893,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.0,0.3333333333333333,False,True,False,False,False,False
t1_abstain_medium_1139,abstain,trustworthy,medium,missing_data,0,False,False,False,False,0,False,none,0.7536325350808954,False,False,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,8,False,yes_no,1,1,0.7342330386018874,0.7342330386018874,0.7342330386018874,0.0,0.0,0.4,0.0,0.0,0.0,-1.0,0.0,5.0,303.0,0.0,303.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,2,1.5,True,,,,,0.0,0.0,0.0,1.0,0.4,0.4,0.4,5.0,0.4,False,True,False,False,False,False
t1_abstain_medium_1140,abstain,trustworthy,medium,off_topic_contradiction,1,True,False,False,True,0,False,none,0.46389352481654217,False,False,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,True,2,True,11,False,how,1,1,0.41501478699704164,0.41501478699704164,0.41501478699704164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,265.0,0.0,265.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,2,1.5,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1141,abstain,abstain,medium,off_topic_contradiction,3,True,True,False,True,1,True,abstain,0,False,False,False,none,False,False,False,none,False,none,False,0,none,none,False,0,True,causal,False,False,False,False,none,False,True,3,True,8,False,what,1,1,0.3148479092421828,0.3148479092421828,0.3148479092421828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,310.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,1,1.0666666666666667,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
t1_abstain_medium_1142,abstain,trustworthy,medium,off_topic_contradiction,0,False,False,False,False,0,False,none,0.5011948984981053,False,False,False,general,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,1,False,9,False,yes_no,2,1,0.4385595516876377,0.47219042236632147,0.40492868100895396,0.033630870678683755,0.06726174135736751,0.0,0.0,0.0,0.058118365576976506,-1.0,0.0136986301369863,0.5,263.5,3.5,527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,False,0,0.0,False,0,0.0,False,0.5,0.0,263.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,False,True,False,False,False,False
t1_abstain_medium_1143,abstain,abstain,medium,off_topic_contradiction,2,True,True,False,True,1,True,abstain,0,False,False,False,none,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,True,3,True,5,False,why,1,1,0.35623235611323817,0.35623235611323817,0.35623235611323817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,227.0,0.0,227.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,6,1.9166666666666667,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1144,abstain,abstain,medium,off_topic_contradiction,1,False,True,False,True,1,True,abstain,0,False,False,False,none,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,11,False,how,1,1,0.40017908779191363,0.40017908779191363,0.40017908779191363,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,5.0,261.0,0.0,261.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,1,1.7,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1145,abstain,trustworthy,medium,wrong_domain,1,True,False,False,True,0,False,none,0.5220668599228637,True,True,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,True,2,True,12,False,what,1,1,0.4790783473443456,0.4790783473443456,0.4790783473443456,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1146,abstain,trustworthy,medium,wrong_domain,0,False,False,False,False,0,False,none,0.6032364845577473,False,False,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,8,False,how,1,1,0.5831770637107397,0.5831770637107397,0.5831770637107397,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,8.0,269.0,0.0,269.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,1,1.6666666666666667,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False
t1_abstain_medium_1147,abstain,trustworthy,medium,wrong_domain,0,False,False,False,False,0,False,none,0.6444629884072254,False,False,False,comparison,False,True,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,12,False,why,1,1,0.6379614987494314,0.6379614987494314,0.6379614987494314,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,-1.0,0.0,0.0,295.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,False,True,False,False,False,False
t1_abstain_medium_1148,abstain,trustworthy,medium,wrong_domain,0,False,False,False,False,0,False,none,0.6736156240894107,False,False,False,general,False,False,False,none,False,none,False,1,assertive,assertive_vs_assertive,False,0,False,none,False,False,False,False,none,False,False,0,False,6,False,yes_no,2,1,0.6854712684391016,0.7189416753164704,0.6520008615617326,0.03347040687736885,0.0669408137547377,0.4,0.03571428571428571,0.03571428571428571,0.016255328303139024,0.0,0.0,6.0,284.5,6.5,569,0.0,0.0,12.0,320925.75,0.12441384483855146,0.12441384483855146,0.12441384483855146,1,False,8,1.6666666666666667,True,4,1.6666666666666667,True,6.0,0.3333333333333333,284.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,0.2,0.4,2.0,0.4,False,False,False,False,False,False
t1_abstain_medium_1149,abstain,trustworthy,medium,wrong_domain,0,False,False,False,False,0,False,none,0.6376530773816527,False,False,False,general,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,11,False,how,1,1,0.6288090495994281,0.6288090495994281,0.6288090495994281,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,301.0,0.0,301.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,3,1.875,True,,,,,0.0,0.0,0.0,0.0,0.375,0.0,0.125,0.0,0.0,True,False,False,False,False,False
t1_abstain_medium_1150,abstain,abstain,medium,wrong_jurisdiction,1,False,True,False,True,1,True,abstain,0.7686773538773778,False,False,False,none,False,False,False,missing_primary:['germany'],False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,7,False,what,1,1,0.7641666126476295,0.7641666126476295,0.7641666126476295,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,245.0,0.0,245.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,0.6666666666666666,False,False,False,False,False,False
t1_abstain_medium_1151,abstain,abstain,medium,wrong_jurisdiction,1,False,True,False,True,1,True,abstain,0.7693538134719685,False,False,False,none,False,False,False,missing_primary:['texas'],False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,1,False,8,False,yes_no,1,1,0.7816383971763113,0.7816383971763113,0.7816383971763113,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3.0,291.0,0.0,291.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,False,0.0,0.0,False,1,1.4,True,,,,,0.0,0.0,0.0,1.0,0.6,0.4,0.4,12.0,0.4,False,False,False,False,False,False
t1_abstain_medium_1152,abstain,trustworthy,medium,wrong_jurisdiction,0,False,False,False,False,0,False,none,0.7805196952575136,False,False,False,pricing,False,False,False,none,False,none,False,0,none,none,False,0,False,none,False,False,False,False,none,False,False,0,False,10,False,how,1,1,0.7526852242267439,0.7526852242267439,0.7526852242267439,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,337.0,0.0,337.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,False,0.0,0.0,False,0,0.0,False,,,,,0.0,0.0,0.0,1.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,4.0,0.2857142857142857,False,False,False,False,False,False
